JS_ID,Com_ID,WE_Role,Proficiency,Domain
11006,12839,Marketing Director,Graphic Design,Design
33451,23595,Lawyer,Creative Writing,Literature
33451,23595,Lawyer,Web Development,Computer Science
33451,55952,Physician Assistant,Public Speaking,Communication
33451,46361,Web Developer,Marketing,Business
33451,46361,Web Developer,Project Management,Business
33451,46361,Web Developer,Data Analysis,Statistics
33451,46361,Web Developer,Graphic Design,Design
33451,86964,Market Research Analyst,Graphic Design,Design
33451,45319,IT Manager,Creative Writing,Literature
33451,45319,IT Manager,Data Analysis,Statistics
33451,45319,IT Manager,Digital Marketing,Business
52868,5857,Brand Strategist,Marketing,Business
52868,43152,IT Security Analyst,Marketing,Business
52868,43152,IT Security Analyst,Creative Writing,Literature
52868,43152,IT Security Analyst,Web Development,Computer Science
52868,43152,IT Security Analyst,Graphic Design,Design
52868,43152,IT Security Analyst,Data Analysis,Statistics
52868,39178,Research Coordinator,Problem Solving,Mathematics
52868,39178,Research Coordinator,Digital Marketing,Business
52868,39178,Research Coordinator,Data Analysis,Statistics
70985,69486,User Experience Researcher,Creative Writing,Literature
70985,69486,User Experience Researcher,Marketing,Business
70985,69486,User Experience Researcher,Project Management,Business
70985,69486,User Experience Researcher,Digital Marketing,Business
70985,10552,Financial Manager,Creative Writing,Literature
70985,10552,Financial Manager,Digital Marketing,Business
77399,74627,Financial Analyst,Marketing,Business
77399,74627,Financial Analyst,Programming,Computer Science
77399,74627,Financial Analyst,Graphic Design,Design
77399,34554,IT Project Manager,Marketing,Business
77399,34554,IT Project Manager,Creative Writing,Literature
77399,34554,IT Project Manager,Problem Solving,Mathematics
77399,61310,Health Educator,Web Development,Computer Science
77399,61310,Health Educator,Digital Marketing,Business
77399,61310,Health Educator,Project Management,Business
77399,27839,Market Analyst,Digital Marketing,Business
77399,27839,Market Analyst,Programming,Computer Science
77399,69668,Interior Decorator,Creative Writing,Literature
77399,69668,Interior Decorator,Graphic Design,Design
77399,69668,Interior Decorator,Digital Marketing,Business
36630,55952,Data Analyst,Data Analysis,Statistics
36630,55952,Data Analyst,Public Speaking,Communication
36630,33340,Operations Supervisor,Marketing,Business
36630,33340,Operations Supervisor,Project Management,Business
36630,33340,Operations Supervisor,Data Analysis,Statistics
36630,33340,Operations Supervisor,Programming,Computer Science
36630,21466,Supply Chain Analyst,Marketing,Business
36630,21466,Supply Chain Analyst,Digital Marketing,Business
36630,21466,Supply Chain Analyst,Programming,Computer Science
97230,42699,Market Research Assistant,Problem Solving,Mathematics
97230,42699,Market Research Assistant,Web Development,Computer Science
97230,47377,Operations Supervisor,Data Analysis,Statistics
97230,56583,Digital Marketing Coordinator,Graphic Design,Design
97230,56583,Digital Marketing Coordinator,Creative Writing,Literature
97230,56583,Digital Marketing Coordinator,Problem Solving,Mathematics
97230,56583,Digital Marketing Coordinator,Programming,Computer Science
97230,56583,Digital Marketing Coordinator,Project Management,Business
97230,42492,Network Analyst,Marketing,Business
97230,42492,Network Analyst,Public Speaking,Communication
97230,51056,Dental Assistant,Project Management,Business
93090,14519,Environmental Engineer,Web Development,Computer Science
93090,3515,Speech-Language Pathologist,Web Development,Computer Science
28508,72421,Medical Assistant,Public Speaking,Communication
28508,72421,Medical Assistant,Digital Marketing,Business
28508,72421,Medical Assistant,Data Analysis,Statistics
28508,50372,Customer Experience Manager,Graphic Design,Design
47852,90931,Investment Banker,Problem Solving,Mathematics
47852,90931,Investment Banker,Programming,Computer Science
47852,33223,Digital Marketing Coordinator,Problem Solving,Mathematics
47852,33223,Digital Marketing Coordinator,Data Analysis,Statistics
47852,33223,Digital Marketing Coordinator,Digital Marketing,Business
47852,33223,Digital Marketing Coordinator,Programming,Computer Science
47852,5857,Brand Strategist,Creative Writing,Literature
47852,5857,Brand Strategist,Programming,Computer Science
47852,30980,Network Analyst,Marketing,Business
47852,30980,Network Analyst,Problem Solving,Mathematics
47852,30980,Network Analyst,Creative Writing,Literature
47852,30980,Network Analyst,Graphic Design,Design
42102,71576,Digital Marketing Coordinator,Problem Solving,Mathematics
42102,71576,Digital Marketing Coordinator,Marketing,Business
42102,71576,Digital Marketing Coordinator,Digital Marketing,Business
42102,71576,Digital Marketing Coordinator,Programming,Computer Science
42102,92703,Marketing Assistant,Project Management,Business
42102,92703,Marketing Assistant,Digital Marketing,Business
42102,83429,IT Specialist,Data Analysis,Statistics
42102,45744,Market Research Manager,Web Development,Computer Science
42102,45744,Market Research Manager,Marketing,Business
42102,45744,Market Research Manager,Project Management,Business
42102,45744,Market Research Manager,Problem Solving,Mathematics
42102,40287,Graphic Designer,Problem Solving,Mathematics
38606,55811,Human Resources Manager,Web Development,Computer Science
38606,55811,Human Resources Manager,Public Speaking,Communication
81368,81035,Construction Manager,Problem Solving,Mathematics
81368,81035,Construction Manager,Creative Writing,Literature
81368,81035,Construction Manager,Web Development,Computer Science
81368,81035,Construction Manager,Graphic Design,Design
81368,39786,Quality Control Inspector,Marketing,Business
81368,39786,Quality Control Inspector,Digital Marketing,Business
81368,50497,Digital Marketing Manager,Graphic Design,Design
81368,50497,Digital Marketing Manager,Data Analysis,Statistics
81368,50497,Digital Marketing Manager,Digital Marketing,Business
84911,61508,Project Coordinator,Problem Solving,Mathematics
84911,61508,Project Coordinator,Creative Writing,Literature
84911,61508,Project Coordinator,Data Analysis,Statistics
84911,42699,SEO Specialist,Problem Solving,Mathematics
84911,42699,SEO Specialist,Data Analysis,Statistics
84911,42699,SEO Specialist,Programming,Computer Science
84911,3291,IT Project Manager,Graphic Design,Design
84911,27611,Product Owner,Public Speaking,Communication
84911,58073,Legal Secretary,Marketing,Business
84911,58073,Legal Secretary,Creative Writing,Literature
84911,58073,Legal Secretary,Web Development,Computer Science
84911,58073,Legal Secretary,Digital Marketing,Business
40082,13250,Web Developer,Creative Writing,Literature
40082,13250,Web Developer,Project Management,Business
40082,13250,Web Developer,Digital Marketing,Business
40082,84822,Quality Assurance Engineer,Marketing,Business
40082,84822,Quality Assurance Engineer,Digital Marketing,Business
40082,84822,Quality Assurance Engineer,Data Analysis,Statistics
40082,84822,Quality Assurance Engineer,Public Speaking,Communication
40082,30442,Financial Analyst,Marketing,Business
40082,30442,Financial Analyst,Data Analysis,Statistics
40082,30442,Financial Analyst,Project Management,Business
40082,30442,Financial Analyst,Programming,Computer Science
40082,57047,Data Entry Specialist,Marketing,Business
40082,57047,Data Entry Specialist,Web Development,Computer Science
40082,57047,Data Entry Specialist,Creative Writing,Literature
40082,57047,Data Entry Specialist,Digital Marketing,Business
40082,57047,Data Entry Specialist,Public Speaking,Communication
40082,21714,Research Assistant,Creative Writing,Literature
40082,21714,Research Assistant,Marketing,Business
40082,21714,Research Assistant,Problem Solving,Mathematics
40082,21714,Research Assistant,Graphic Design,Design
29549,30273,Registered Nurse,Project Management,Business
29549,74665,Customer Experience Manager,Creative Writing,Literature
29549,74665,Customer Experience Manager,Problem Solving,Mathematics
29549,74665,Customer Experience Manager,Digital Marketing,Business
29549,74665,Customer Experience Manager,Data Analysis,Statistics
29549,78858,Investment Analyst,Creative Writing,Literature
29549,78858,Investment Analyst,Public Speaking,Communication
29549,78858,Investment Analyst,Digital Marketing,Business
29549,3724,Event Manager,Marketing,Business
29549,3724,Event Manager,Graphic Design,Design
69562,48827,Sales Coordinator,Programming,Computer Science
69562,51497,Public Relations Specialist,Data Analysis,Statistics
69562,3291,User Experience Researcher,Graphic Design,Design
69562,94019,Physical Therapy Assistant,Project Management,Business
69562,94019,Physical Therapy Assistant,Programming,Computer Science
69562,29425,Medical Records Clerk,Creative Writing,Literature
69562,29425,Medical Records Clerk,Graphic Design,Design
69562,29425,Medical Records Clerk,Programming,Computer Science
69562,29425,Medical Records Clerk,Problem Solving,Mathematics
43257,28350,Medical Records Clerk,Data Analysis,Statistics
43257,28350,Medical Records Clerk,Programming,Computer Science
43257,698,Medical Billing Specialist,Problem Solving,Mathematics
43257,698,Medical Billing Specialist,Web Development,Computer Science
43257,698,Medical Billing Specialist,Programming,Computer Science
43257,74121,IT Manager,Creative Writing,Literature
43257,74121,IT Manager,Problem Solving,Mathematics
43257,74121,IT Manager,Graphic Design,Design
39276,21577,Insurance Agent,Creative Writing,Literature
39276,7895,Data Scientist,Marketing,Business
39276,7895,Data Scientist,Graphic Design,Design
39276,7895,Data Scientist,Web Development,Computer Science
39276,41536,Business Development Manager,Marketing,Business
39276,41536,Business Development Manager,Graphic Design,Design
39276,41536,Business Development Manager,Digital Marketing,Business
39276,41536,Business Development Manager,Data Analysis,Statistics
39276,45102,Dental Assistant,Problem Solving,Mathematics
39276,45102,Dental Assistant,Project Management,Business
39276,65906,Speech-Language Pathologist,Web Development,Computer Science
53298,74091,Talent Manager,Marketing,Business
53298,74091,Talent Manager,Problem Solving,Mathematics
75138,73536,Financial Advisor,Digital Marketing,Business
75138,73536,Financial Advisor,Public Speaking,Communication
75138,55952,Data Entry Specialist,Digital Marketing,Business
75138,48827,HR Recruiter,Creative Writing,Literature
75138,48827,HR Recruiter,Marketing,Business
75138,48827,HR Recruiter,Web Development,Computer Science
75138,48827,HR Recruiter,Public Speaking,Communication
75138,34554,Financial Clerk,Programming,Computer Science
75138,50497,Regulatory Affairs Specialist,Problem Solving,Mathematics
46241,38390,Insurance Agent,Web Development,Computer Science
46241,38390,Insurance Agent,Marketing,Business
46241,38390,Insurance Agent,Project Management,Business
46241,73496,Investment Banker,Web Development,Computer Science
46241,73496,Investment Banker,Creative Writing,Literature
46241,73496,Investment Banker,Graphic Design,Design
46241,73496,Investment Banker,Problem Solving,Mathematics
46241,73496,Investment Banker,Public Speaking,Communication
46241,91834,Web Developer,Graphic Design,Design
46241,40311,Environmental Scientist,Web Development,Computer Science
1448,86459,Sales Support Specialist,Marketing,Business
1448,86459,Sales Support Specialist,Project Management,Business
1448,86459,Sales Support Specialist,Data Analysis,Statistics
92680,3724,Event Coordinator,Web Development,Computer Science
92680,3724,Event Coordinator,Digital Marketing,Business
92680,3724,Event Coordinator,Programming,Computer Science
29816,10552,HR Coordinator,Data Analysis,Statistics
29816,90931,SEO Specialist,Graphic Design,Design
29816,90931,SEO Specialist,Web Development,Computer Science
29816,40311,IT Administrator,Problem Solving,Mathematics
29816,40311,IT Administrator,Programming,Computer Science
53788,2325,Recruiting Coordinator,Marketing,Business
53788,2325,Recruiting Coordinator,Public Speaking,Communication
4925,20821,Marketing Director,Problem Solving,Mathematics
4925,20821,Marketing Director,Marketing,Business
4925,20821,Marketing Director,Graphic Design,Design
4925,20821,Marketing Director,Creative Writing,Literature
4925,83429,Insurance Broker,Creative Writing,Literature
4925,83429,Insurance Broker,Digital Marketing,Business
4925,83429,Insurance Broker,Project Management,Business
4925,83429,Insurance Broker,Programming,Computer Science
4925,86480,Supply Chain Coordinator,Graphic Design,Design
4925,86480,Supply Chain Coordinator,Project Management,Business
4925,64293,HR Generalist,Creative Writing,Literature
4925,64293,HR Generalist,Web Development,Computer Science
4925,64293,HR Generalist,Data Analysis,Statistics
60337,96580,Event Planner,Marketing,Business
60337,96580,Event Planner,Graphic Design,Design
60337,87206,Research Assistant,Graphic Design,Design
60337,87206,Research Assistant,Public Speaking,Communication
60337,87206,Research Assistant,Project Management,Business
60337,87206,Research Assistant,Programming,Computer Science
90714,78858,Project Coordinator,Public Speaking,Communication
90714,78858,Project Coordinator,Project Management,Business
90714,78858,Project Coordinator,Digital Marketing,Business
90714,78858,Project Coordinator,Graphic Design,Design
90714,96978,Systems Engineer,Problem Solving,Mathematics
90714,96978,Systems Engineer,Web Development,Computer Science
90714,96978,Systems Engineer,Digital Marketing,Business
90714,96978,Systems Engineer,Programming,Computer Science
90714,3724,Legal Secretary,Creative Writing,Literature
90714,3724,Legal Secretary,Graphic Design,Design
90714,3724,Legal Secretary,Project Management,Business
90714,3724,Legal Secretary,Marketing,Business
90714,88826,Research Scientist,Marketing,Business
90714,88826,Research Scientist,Graphic Design,Design
90714,88826,Research Scientist,Data Analysis,Statistics
90714,88826,Research Scientist,Programming,Computer Science
90714,65952,Brand Strategist,Web Development,Computer Science
90714,65952,Brand Strategist,Problem Solving,Mathematics
90714,65952,Brand Strategist,Public Speaking,Communication
90714,65952,Brand Strategist,Graphic Design,Design
45886,80204,Brand Strategist,Creative Writing,Literature
45886,80204,Brand Strategist,Marketing,Business
45886,4960,Market Research Assistant,Digital Marketing,Business
45886,4960,Market Research Assistant,Public Speaking,Communication
45886,4960,Market Research Assistant,Project Management,Business
45886,4960,Market Research Assistant,Programming,Computer Science
45886,13005,Real Estate Agent,Web Development,Computer Science
45886,13005,Real Estate Agent,Programming,Computer Science
99333,86112,Market Research Assistant,Data Analysis,Statistics
99333,46487,Medical Records Clerk,Digital Marketing,Business
99333,61151,Occupational Health and Safety Specialist,Creative Writing,Literature
99333,61151,Occupational Health and Safety Specialist,Programming,Computer Science
99333,61151,Occupational Health and Safety Specialist,Graphic Design,Design
99333,65826,Teacher,Data Analysis,Statistics
92160,21577,Electrical Engineer,Public Speaking,Communication
92160,21577,Electrical Engineer,Data Analysis,Statistics
92160,21577,Electrical Engineer,Project Management,Business
92160,42492,Biomedical Engineer,Project Management,Business
92160,42492,Biomedical Engineer,Digital Marketing,Business
92160,42699,Health Educator,Marketing,Business
92160,42699,Health Educator,Problem Solving,Mathematics
92160,42699,Health Educator,Web Development,Computer Science
86451,92703,Legal Researcher,Graphic Design,Design
86451,33344,Sales Manager,Graphic Design,Design
86451,10552,Business Development Executive,Problem Solving,Mathematics
86451,10552,Business Development Executive,Public Speaking,Communication
86451,10552,Business Development Executive,Programming,Computer Science
86451,13005,Content Writer,Marketing,Business
6271,48155,Systems Analyst,Marketing,Business
6271,48155,Systems Analyst,Data Analysis,Statistics
6271,48155,Systems Analyst,Digital Marketing,Business
6271,61151,Compliance Officer,Marketing,Business
6271,61151,Compliance Officer,Data Analysis,Statistics
6271,61151,Compliance Officer,Digital Marketing,Business
6271,61151,Compliance Officer,Programming,Computer Science
26894,37092,Marketing Assistant,Creative Writing,Literature
26894,37092,Marketing Assistant,Digital Marketing,Business
26894,37092,Marketing Assistant,Project Management,Business
26894,75068,Business Development Manager,Data Analysis,Statistics
18351,3291,Cybersecurity Engineer,Marketing,Business
18351,16959,Business Systems Analyst,Problem Solving,Mathematics
18351,16959,Business Systems Analyst,Programming,Computer Science
21628,19787,Accountant,Web Development,Computer Science
21628,19787,Accountant,Graphic Design,Design
21628,19787,Accountant,Data Analysis,Statistics
21628,19787,Accountant,Programming,Computer Science
21628,33424,Business Systems Analyst,Problem Solving,Mathematics
21628,33424,Business Systems Analyst,Data Analysis,Statistics
21628,68372,Market Research Manager,Marketing,Business
21628,68372,Market Research Manager,Project Management,Business
21628,34103,Environmental Engineer,Web Development,Computer Science
21628,34103,Environmental Engineer,Problem Solving,Mathematics
21628,34103,Environmental Engineer,Programming,Computer Science
21628,34103,Environmental Engineer,Marketing,Business
21628,3515,Sales Support Specialist,Marketing,Business
21628,3515,Sales Support Specialist,Web Development,Computer Science
84542,59703,Account Coordinator,Marketing,Business
84542,59703,Account Coordinator,Data Analysis,Statistics
84542,59703,Account Coordinator,Graphic Design,Design
84542,83817,Social Media Manager,Project Management,Business
84542,83817,Social Media Manager,Data Analysis,Statistics
84542,83817,Social Media Manager,Programming,Computer Science
29380,92591,Data Analyst,Problem Solving,Mathematics
29380,3515,Dental Assistant,Data Analysis,Statistics
29380,3515,Dental Assistant,Digital Marketing,Business
29380,37092,Construction Manager,Marketing,Business
29380,37092,Construction Manager,Graphic Design,Design
21926,18927,Real Estate Agent,Public Speaking,Communication
21926,18927,Real Estate Agent,Project Management,Business
21926,27611,Multimedia Artist,Web Development,Computer Science
21926,27611,Multimedia Artist,Public Speaking,Communication
21926,27611,Multimedia Artist,Project Management,Business
21926,28350,Legal Secretary,Marketing,Business
21926,28350,Legal Secretary,Creative Writing,Literature
21926,30442,IT Technician,Marketing,Business
21926,30442,IT Technician,Digital Marketing,Business
21926,30442,IT Technician,Programming,Computer Science
21926,53473,HR Manager,Creative Writing,Literature
21926,53473,HR Manager,Graphic Design,Design
21926,53473,HR Manager,Data Analysis,Statistics
35672,29863,Insurance Broker,Creative Writing,Literature
35672,29863,Insurance Broker,Digital Marketing,Business
35672,29863,Insurance Broker,Graphic Design,Design
35672,51383,Software Engineer,Data Analysis,Statistics
35672,51383,Software Engineer,Digital Marketing,Business
35672,92703,Software Developer,Graphic Design,Design
35672,73536,Pharmacist,Marketing,Business
35672,73536,Pharmacist,Creative Writing,Literature
35672,55811,Network Security Engineer,Marketing,Business
35672,55811,Network Security Engineer,Creative Writing,Literature
35672,55811,Network Security Engineer,Problem Solving,Mathematics
35672,55811,Network Security Engineer,Public Speaking,Communication
35672,55811,Network Security Engineer,Project Management,Business
39694,49332,UX Designer,Problem Solving,Mathematics
39694,49332,UX Designer,Graphic Design,Design
39694,49332,UX Designer,Web Development,Computer Science
5901,97781,Environmental Engineer,Marketing,Business
5901,97781,Environmental Engineer,Creative Writing,Literature
5901,97781,Environmental Engineer,Web Development,Computer Science
5901,97781,Environmental Engineer,Digital Marketing,Business
5901,97781,Environmental Engineer,Project Management,Business
5901,92591,Supply Chain Manager,Creative Writing,Literature
5901,92591,Supply Chain Manager,Public Speaking,Communication
5901,67360,Accountant,Programming,Computer Science
5901,21466,Social Media Specialist,Web Development,Computer Science
5901,21466,Social Media Specialist,Graphic Design,Design
5901,21466,Social Media Specialist,Data Analysis,Statistics
5901,21466,Social Media Specialist,Project Management,Business
28987,40287,Legal Secretary,Marketing,Business
28987,61310,Logistics Coordinator,Creative Writing,Literature
28987,61310,Logistics Coordinator,Public Speaking,Communication
28987,61310,Logistics Coordinator,Programming,Computer Science
28987,46487,Compliance Officer,Creative Writing,Literature
28987,46487,Compliance Officer,Marketing,Business
28987,46487,Compliance Officer,Public Speaking,Communication
88890,61786,Research Scientist,Data Analysis,Statistics
88890,51497,Financial Planner,Marketing,Business
88890,51497,Financial Planner,Digital Marketing,Business
88890,51497,Financial Planner,Project Management,Business
88890,11153,Systems Administrator,Marketing,Business
88890,11153,Systems Administrator,Problem Solving,Mathematics
88890,11153,Systems Administrator,Web Development,Computer Science
88890,11153,Systems Administrator,Programming,Computer Science
47225,4960,Regulatory Affairs Specialist,Problem Solving,Mathematics
47225,4960,Regulatory Affairs Specialist,Web Development,Computer Science
47225,4960,Regulatory Affairs Specialist,Project Management,Business
47225,4361,Web Developer,Web Development,Computer Science
47225,4361,Web Developer,Creative Writing,Literature
47225,4361,Web Developer,Project Management,Business
47225,4361,Web Developer,Programming,Computer Science
26870,17641,Brand Strategist,Problem Solving,Mathematics
26870,68386,HR Manager,Creative Writing,Literature
26870,68386,HR Manager,Graphic Design,Design
26870,85932,Data Analyst,Web Development,Computer Science
26870,85932,Data Analyst,Graphic Design,Design
26870,85932,Data Analyst,Data Analysis,Statistics
26870,85932,Data Analyst,Creative Writing,Literature
26870,29863,IT Consultant,Marketing,Business
26870,29863,IT Consultant,Project Management,Business
26870,29863,IT Consultant,Public Speaking,Communication
26870,29863,IT Consultant,Graphic Design,Design
23209,5857,Occupational Health and Safety Specialist,Problem Solving,Mathematics
23209,5857,Occupational Health and Safety Specialist,Marketing,Business
23209,5857,Occupational Health and Safety Specialist,Project Management,Business
23209,24846,Occupational Health and Safety Specialist,Creative Writing,Literature
23209,24846,Occupational Health and Safety Specialist,Data Analysis,Statistics
23209,24846,Occupational Health and Safety Specialist,Digital Marketing,Business
23209,24846,Occupational Health and Safety Specialist,Project Management,Business
23209,21466,Marketing Assistant,Digital Marketing,Business
23209,21466,Marketing Assistant,Graphic Design,Design
23209,21466,Marketing Assistant,Data Analysis,Statistics
23209,21466,Marketing Assistant,Programming,Computer Science
27339,38390,Customer Experience Manager,Web Development,Computer Science
27339,38390,Customer Experience Manager,Project Management,Business
27339,38390,Customer Experience Manager,Public Speaking,Communication
27339,38390,Customer Experience Manager,Programming,Computer Science
27339,41113,IT Project Manager,Problem Solving,Mathematics
27339,41113,IT Project Manager,Project Management,Business
27339,41113,IT Project Manager,Public Speaking,Communication
58756,46361,Business Development Executive,Web Development,Computer Science
58756,46361,Business Development Executive,Graphic Design,Design
58756,46361,Business Development Executive,Data Analysis,Statistics
58756,51383,SEO Specialist,Public Speaking,Communication
58756,51383,SEO Specialist,Data Analysis,Statistics
58756,51383,SEO Specialist,Project Management,Business
58756,51383,SEO Specialist,Graphic Design,Design
58756,35871,Legal Secretary,Project Management,Business
2356,45723,Brand Strategist,Creative Writing,Literature
2356,45723,Brand Strategist,Digital Marketing,Business
2356,45723,Brand Strategist,Data Analysis,Statistics
2356,45723,Brand Strategist,Programming,Computer Science
2356,74091,Marketing Coordinator,Public Speaking,Communication
2356,47377,Interior Decorator,Problem Solving,Mathematics
2356,47377,Interior Decorator,Graphic Design,Design
2356,47377,Interior Decorator,Programming,Computer Science
2356,47377,Interior Decorator,Creative Writing,Literature
2356,61419,Financial Advisor,Marketing,Business
2356,61419,Financial Advisor,Web Development,Computer Science
82614,71576,Marketing Communications Manager,Problem Solving,Mathematics
82614,71576,Marketing Communications Manager,Graphic Design,Design
82614,96088,Production Supervisor,Problem Solving,Mathematics
82614,96088,Production Supervisor,Data Analysis,Statistics
82614,74665,HR Recruiter,Graphic Design,Design
82614,74665,HR Recruiter,Digital Marketing,Business
43829,94859,Compliance Officer,Public Speaking,Communication
43829,50497,Software Engineer,Problem Solving,Mathematics
43829,50497,Software Engineer,Graphic Design,Design
43829,50497,Software Engineer,Data Analysis,Statistics
43829,50497,Software Engineer,Programming,Computer Science
43829,73496,Interior Designer,Digital Marketing,Business
43829,73496,Interior Designer,Public Speaking,Communication
43829,86964,Medical Billing Specialist,Web Development,Computer Science
43829,62748,UX Designer,Marketing,Business
43829,62748,UX Designer,Graphic Design,Design
43829,62748,UX Designer,Digital Marketing,Business
91736,71313,Quality Assurance Engineer,Marketing,Business
91736,71313,Quality Assurance Engineer,Project Management,Business
91736,71313,Quality Assurance Engineer,Digital Marketing,Business
91736,71313,Quality Assurance Engineer,Programming,Computer Science
91736,13005,UX Designer,Creative Writing,Literature
91736,13005,UX Designer,Marketing,Business
91736,13005,UX Designer,Programming,Computer Science
91736,13005,UX Designer,Problem Solving,Mathematics
41844,69081,Product Owner,Problem Solving,Mathematics
41844,69081,Product Owner,Public Speaking,Communication
27500,99274,Market Research Manager,Creative Writing,Literature
27500,99274,Market Research Manager,Digital Marketing,Business
27500,99274,Market Research Manager,Data Analysis,Statistics
27500,99274,Market Research Manager,Programming,Computer Science
11596,76953,Content Writer,Digital Marketing,Business
11596,61151,Operations Coordinator,Project Management,Business
11596,61151,Operations Coordinator,Digital Marketing,Business
11596,61419,Software Developer,Creative Writing,Literature
11596,61419,Software Developer,Marketing,Business
11596,61419,Software Developer,Public Speaking,Communication
11596,698,Medical Assistant,Creative Writing,Literature
11596,698,Medical Assistant,Graphic Design,Design
11596,698,Medical Assistant,Web Development,Computer Science
11596,698,Medical Assistant,Problem Solving,Mathematics
11596,698,Medical Assistant,Programming,Computer Science
82590,61419,UX Designer,Problem Solving,Mathematics
82590,61419,UX Designer,Public Speaking,Communication
82590,16959,Medical Billing Specialist,Programming,Computer Science
93125,10552,Marketing Assistant,Web Development,Computer Science
93125,10552,Marketing Assistant,Data Analysis,Statistics
93125,99149,Financial Clerk,Programming,Computer Science
26969,82991,Digital Marketing Specialist,Marketing,Business
26969,82991,Digital Marketing Specialist,Data Analysis,Statistics
26969,82991,Digital Marketing Specialist,Public Speaking,Communication
26969,82991,Digital Marketing Specialist,Programming,Computer Science
11779,3724,IT Security Specialist,Public Speaking,Communication
11779,3724,IT Security Specialist,Digital Marketing,Business
11779,6544,Recruiting Coordinator,Creative Writing,Literature
11779,6544,Recruiting Coordinator,Project Management,Business
11779,6544,Recruiting Coordinator,Public Speaking,Communication
11779,85932,Content Manager,Digital Marketing,Business
11779,85932,Content Manager,Project Management,Business
11779,85932,Content Manager,Public Speaking,Communication
11779,80204,Cybersecurity Analyst,Graphic Design,Design
11779,80204,Cybersecurity Analyst,Public Speaking,Communication
11779,80204,Cybersecurity Analyst,Data Analysis,Statistics
6255,61151,Supply Chain Coordinator,Creative Writing,Literature
6255,61151,Supply Chain Coordinator,Digital Marketing,Business
6255,61151,Supply Chain Coordinator,Programming,Computer Science
6255,61151,Supply Chain Coordinator,Public Speaking,Communication
6255,61151,Supply Chain Coordinator,Project Management,Business
1303,72421,Systems Engineer,Graphic Design,Design
1303,72421,Systems Engineer,Programming,Computer Science
1303,92029,Corporate Trainer,Marketing,Business
1303,92029,Corporate Trainer,Graphic Design,Design
1303,92029,Corporate Trainer,Problem Solving,Mathematics
1303,92029,Corporate Trainer,Programming,Computer Science
1303,92029,Corporate Trainer,Project Management,Business
1303,48947,Market Research Analyst,Digital Marketing,Business
1303,48947,Market Research Analyst,Programming,Computer Science
46100,11273,HR Coordinator,Web Development,Computer Science
46100,11273,HR Coordinator,Marketing,Business
46100,11273,HR Coordinator,Project Management,Business
46100,69668,Regulatory Affairs Specialist,Creative Writing,Literature
46100,69668,Regulatory Affairs Specialist,Digital Marketing,Business
46100,24846,Account Coordinator,Graphic Design,Design
46100,88826,Dental Assistant,Graphic Design,Design
46100,88826,Dental Assistant,Digital Marketing,Business
46100,83429,Environmental Engineer,Creative Writing,Literature
46100,83429,Environmental Engineer,Graphic Design,Design
46100,83429,Environmental Engineer,Data Analysis,Statistics
46100,83429,Environmental Engineer,Programming,Computer Science
46100,83429,Environmental Engineer,Project Management,Business
90350,70357,Pharmacist,Programming,Computer Science
90350,33956,Project Coordinator,Problem Solving,Mathematics
90350,33956,Project Coordinator,Web Development,Computer Science
90350,33956,Project Coordinator,Project Management,Business
13488,73076,Compliance Officer,Problem Solving,Mathematics
13488,74627,Financial Auditor,Problem Solving,Mathematics
13488,74627,Financial Auditor,Programming,Computer Science
13488,74627,Financial Auditor,Graphic Design,Design
13488,2563,Financial Advisor,Marketing,Business
13488,2563,Financial Advisor,Graphic Design,Design
13488,2563,Financial Advisor,Digital Marketing,Business
13488,2563,Financial Advisor,Data Analysis,Statistics
13488,2563,Financial Advisor,Project Management,Business
66713,73122,Registered Nurse,Graphic Design,Design
66713,73122,Registered Nurse,Programming,Computer Science
66713,61419,Insurance Underwriter,Creative Writing,Literature
66713,61419,Insurance Underwriter,Graphic Design,Design
66713,61419,Insurance Underwriter,Data Analysis,Statistics
66713,61419,Insurance Underwriter,Programming,Computer Science
66713,27384,Digital Content Creator,Creative Writing,Literature
66713,27384,Digital Content Creator,Public Speaking,Communication
66713,47262,Marketing Assistant,Problem Solving,Mathematics
66713,47262,Marketing Assistant,Project Management,Business
66713,47262,Marketing Assistant,Programming,Computer Science
52842,92703,Environmental Scientist,Web Development,Computer Science
52842,92703,Environmental Scientist,Project Management,Business
52842,33956,Quality Assurance Engineer,Data Analysis,Statistics
52842,33956,Quality Assurance Engineer,Digital Marketing,Business
634,62748,Sales Associate,Digital Marketing,Business
634,62748,Sales Associate,Programming,Computer Science
634,58073,Data Analyst,Problem Solving,Mathematics
634,58073,Data Analyst,Digital Marketing,Business
634,59703,Marketing Coordinator,Data Analysis,Statistics
634,59703,Marketing Coordinator,Programming,Computer Science
634,61786,Architect,Problem Solving,Mathematics
634,30849,Marketing Manager,Web Development,Computer Science
48724,80204,Web Developer,Marketing,Business
48724,80204,Web Developer,Web Development,Computer Science
82659,99820,Customer Experience Manager,Creative Writing,Literature
82659,99820,Customer Experience Manager,Data Analysis,Statistics
82659,99820,Customer Experience Manager,Project Management,Business
82659,99820,Customer Experience Manager,Graphic Design,Design
82659,15701,Technical Support Specialist,Web Development,Computer Science
82659,15701,Technical Support Specialist,Data Analysis,Statistics
82659,15701,Technical Support Specialist,Public Speaking,Communication
82659,15701,Technical Support Specialist,Programming,Computer Science
