Job_ID,Proficiency,Domain,Years of experience
49068,Graphic Design,Design,5
72659,Public Speaking,Communication,6
72659,Public Speaking,Communication,0
72659,Graphic Design,Design,4
87379,Project Management,Business,11
87379,Project Management,Business,7
87379,Problem Solving,Mathematics,7
87456,Graphic Design,Design,10
9053,Public Speaking,Communication,5
9053,Marketing,Business,13
9053,Data Analysis,Statistics,11
9053,Public Speaking,Communication,9
9053,Data Analysis,Statistics,7
47187,Project Management,Business,6
47187,Marketing,Business,1
47187,Problem Solving,Mathematics,2
47187,Data Analysis,Statistics,13
47187,Programming,Computer Science,3
73704,Public Speaking,Communication,5
73704,Web Development,Computer Science,5
73704,Project Management,Business,15
37840,Programming,Computer Science,14
37840,Web Development,Computer Science,9
37840,Programming,Computer Science,14
37840,Project Management,Business,4
37840,Data Analysis,Statistics,15
59113,Problem Solving,Mathematics,13
59113,Marketing,Business,9
59113,Public Speaking,Communication,12
59113,Marketing,Business,8
28935,Public Speaking,Communication,13
28935,Digital Marketing,Business,20
28935,Creative Writing,Literature,9
28935,Marketing,Business,1
81743,Creative Writing,Literature,18
81743,Marketing,Business,11
81743,Marketing,Business,14
81743,Web Development,Computer Science,13
53495,Creative Writing,Literature,6
53495,Programming,Computer Science,20
41473,Digital Marketing,Business,14
41473,Programming,Computer Science,8
14240,Creative Writing,Literature,1
14240,Data Analysis,Statistics,18
59817,Digital Marketing,Business,7
59817,Public Speaking,Communication,13
59817,Problem Solving,Mathematics,3
59817,Graphic Design,Design,14
59817,Public Speaking,Communication,0
92622,Programming,Computer Science,13
92622,Digital Marketing,Business,11
92622,Problem Solving,Mathematics,14
92622,Data Analysis,Statistics,14
39501,Problem Solving,Mathematics,12
39501,Programming,Computer Science,0
39501,Public Speaking,Communication,19
39501,Marketing,Business,20
29682,Programming,Computer Science,5
29682,Digital Marketing,Business,2
29682,Programming,Computer Science,15
29682,Graphic Design,Design,5
29682,Data Analysis,Statistics,11
78675,Project Management,Business,17
78675,Project Management,Business,13
78675,Graphic Design,Design,2
78675,Web Development,Computer Science,18
78675,Public Speaking,Communication,13
56529,Data Analysis,Statistics,6
39888,Public Speaking,Communication,19
39888,Project Management,Business,18
84280,Web Development,Computer Science,19
84280,Project Management,Business,4
26618,Graphic Design,Design,3
26618,Web Development,Computer Science,8
26618,Digital Marketing,Business,6
26618,Graphic Design,Design,5
99792,Project Management,Business,10
99792,Digital Marketing,Business,12
99792,Project Management,Business,7
99792,Graphic Design,Design,16
45841,Digital Marketing,Business,19
45841,Digital Marketing,Business,12
45841,Creative Writing,Literature,14
45841,Problem Solving,Mathematics,10
45841,Problem Solving,Mathematics,10
20149,Data Analysis,Statistics,17
20149,Web Development,Computer Science,2
36296,Data Analysis,Statistics,9
36296,Project Management,Business,10
90219,Marketing,Business,7
90219,Problem Solving,Mathematics,11
90219,Creative Writing,Literature,16
90219,Problem Solving,Mathematics,15
47884,Web Development,Computer Science,18
47884,Project Management,Business,3
80842,Digital Marketing,Business,9
80842,Marketing,Business,9
80842,Web Development,Computer Science,19
63297,Creative Writing,Literature,0
63297,Project Management,Business,13
26074,Digital Marketing,Business,17
26074,Graphic Design,Design,9
62293,Digital Marketing,Business,8
62293,Web Development,Computer Science,12
62293,Marketing,Business,5
93464,Problem Solving,Mathematics,17
93464,Project Management,Business,19
93464,Web Development,Computer Science,6
70167,Programming,Computer Science,15
30170,Digital Marketing,Business,11
30170,Problem Solving,Mathematics,10
95338,Data Analysis,Statistics,11
95853,Public Speaking,Communication,5
95853,Digital Marketing,Business,4
95853,Graphic Design,Design,6
14299,Project Management,Business,6
14299,Marketing,Business,9
6594,Web Development,Computer Science,3
6594,Public Speaking,Communication,9
6594,Creative Writing,Literature,13
6594,Programming,Computer Science,9
6594,Digital Marketing,Business,14
48302,Web Development,Computer Science,19
48302,Marketing,Business,9
48302,Web Development,Computer Science,8
8982,Web Development,Computer Science,7
8982,Project Management,Business,8
8982,Creative Writing,Literature,14
75375,Creative Writing,Literature,7
3588,Digital Marketing,Business,5
71569,Creative Writing,Literature,4
71569,Digital Marketing,Business,20
76793,Web Development,Computer Science,16
76793,Marketing,Business,14
76793,Digital Marketing,Business,2
76793,Web Development,Computer Science,5
76793,Digital Marketing,Business,12
28136,Project Management,Business,17
28136,Data Analysis,Statistics,9
28136,Project Management,Business,2
28136,Marketing,Business,19
15956,Public Speaking,Communication,11
15956,Programming,Computer Science,7
15956,Creative Writing,Literature,13
18845,Graphic Design,Design,16
76327,Web Development,Computer Science,9
76327,Data Analysis,Statistics,2
76327,Data Analysis,Statistics,4
76327,Data Analysis,Statistics,9
76327,Web Development,Computer Science,11
2997,Digital Marketing,Business,3
2997,Web Development,Computer Science,16
74988,Problem Solving,Mathematics,8
74988,Programming,Computer Science,10
35999,Creative Writing,Literature,14
35999,Web Development,Computer Science,19
35999,Programming,Computer Science,18
99173,Public Speaking,Communication,3
99173,Public Speaking,Communication,13
99173,Graphic Design,Design,2
99173,Data Analysis,Statistics,18
99173,Problem Solving,Mathematics,7
44976,Project Management,Business,1
44976,Programming,Computer Science,14
44976,Marketing,Business,6
44976,Creative Writing,Literature,4
44976,Marketing,Business,10
58578,Project Management,Business,20
87505,Web Development,Computer Science,10
70254,Creative Writing,Literature,20
26638,Graphic Design,Design,6
26638,Data Analysis,Statistics,20
26638,Data Analysis,Statistics,15
26638,Digital Marketing,Business,6
26638,Web Development,Computer Science,6
84622,Web Development,Computer Science,20
95995,Web Development,Computer Science,18
95995,Marketing,Business,3
95995,Creative Writing,Literature,1
95995,Digital Marketing,Business,11
42987,Public Speaking,Communication,20
42987,Graphic Design,Design,16
78995,Public Speaking,Communication,5
78995,Data Analysis,Statistics,1
78995,Problem Solving,Mathematics,8
69725,Programming,Computer Science,18
69725,Graphic Design,Design,19
69725,Public Speaking,Communication,2
95265,Web Development,Computer Science,1
95265,Data Analysis,Statistics,6
21334,Marketing,Business,17
21334,Web Development,Computer Science,14
21334,Project Management,Business,3
21334,Digital Marketing,Business,8
30846,Marketing,Business,0
30846,Graphic Design,Design,4
97247,Programming,Computer Science,14
97247,Data Analysis,Statistics,5
97247,Digital Marketing,Business,5
6856,Project Management,Business,10
6856,Project Management,Business,20
6856,Project Management,Business,11
6856,Data Analysis,Statistics,9
6856,Graphic Design,Design,11
78374,Graphic Design,Design,9
78374,Data Analysis,Statistics,5
42923,Public Speaking,Communication,17
42923,Project Management,Business,6
42923,Data Analysis,Statistics,2
42923,Web Development,Computer Science,3
42923,Public Speaking,Communication,17
85542,Problem Solving,Mathematics,13
85542,Digital Marketing,Business,8
12104,Public Speaking,Communication,0
12104,Data Analysis,Statistics,3
8796,Graphic Design,Design,1
8796,Public Speaking,Communication,18
8796,Digital Marketing,Business,12
38798,Marketing,Business,0
38798,Public Speaking,Communication,8
38798,Digital Marketing,Business,8
38798,Creative Writing,Literature,8
56747,Web Development,Computer Science,20
56747,Digital Marketing,Business,6
56747,Web Development,Computer Science,20
62837,Problem Solving,Mathematics,6
38211,Marketing,Business,18
38211,Public Speaking,Communication,15
38211,Problem Solving,Mathematics,18
38211,Programming,Computer Science,0
38211,Programming,Computer Science,10
30481,Graphic Design,Design,9
30481,Data Analysis,Statistics,17
44348,Public Speaking,Communication,14
44348,Public Speaking,Communication,15
44348,Creative Writing,Literature,12
44348,Project Management,Business,2
58159,Graphic Design,Design,10
58159,Marketing,Business,18
58159,Project Management,Business,8
58159,Programming,Computer Science,9
70679,Graphic Design,Design,0
70679,Marketing,Business,5
70679,Graphic Design,Design,10
70679,Public Speaking,Communication,17
70679,Web Development,Computer Science,0
36422,Problem Solving,Mathematics,2
58617,Public Speaking,Communication,20
58617,Creative Writing,Literature,15
58617,Graphic Design,Design,4
58617,Web Development,Computer Science,5
66626,Digital Marketing,Business,1
66626,Web Development,Computer Science,13
66626,Creative Writing,Literature,3
76511,Graphic Design,Design,9
76511,Programming,Computer Science,16
76511,Problem Solving,Mathematics,18
76511,Graphic Design,Design,11
10513,Creative Writing,Literature,9
10513,Project Management,Business,2
84083,Marketing,Business,16
3,Web Development,Computer Science,5
83902,Programming,Computer Science,8
83902,Digital Marketing,Business,2
83902,Programming,Computer Science,15
56359,Data Analysis,Statistics,14
56359,Creative Writing,Literature,19
19147,Creative Writing,Literature,1
19147,Creative Writing,Literature,17
19147,Web Development,Computer Science,15
19147,Problem Solving,Mathematics,20
19147,Web Development,Computer Science,14
63028,Programming,Computer Science,14
63028,Programming,Computer Science,15
63028,Digital Marketing,Business,10
63028,Marketing,Business,12
99290,Marketing,Business,13
99290,Project Management,Business,0
99290,Digital Marketing,Business,19
99290,Graphic Design,Design,18
99290,Web Development,Computer Science,5
64039,Data Analysis,Statistics,14
64039,Graphic Design,Design,10
18165,Digital Marketing,Business,14
18165,Web Development,Computer Science,12
18165,Web Development,Computer Science,7
18165,Digital Marketing,Business,9
28714,Digital Marketing,Business,18
28714,Marketing,Business,1
28714,Creative Writing,Literature,18
28714,Data Analysis,Statistics,16
10343,Marketing,Business,3
27266,Programming,Computer Science,8
27266,Graphic Design,Design,17
27266,Project Management,Business,18
73973,Web Development,Computer Science,8
37372,Web Development,Computer Science,4
37372,Problem Solving,Mathematics,5
7339,Creative Writing,Literature,0
7339,Graphic Design,Design,13
7339,Marketing,Business,19
50519,Programming,Computer Science,14
9239,Data Analysis,Statistics,13
9239,Public Speaking,Communication,9
29040,Data Analysis,Statistics,3
29040,Web Development,Computer Science,14
70600,Web Development,Computer Science,8
70600,Digital Marketing,Business,9
70600,Public Speaking,Communication,7
70600,Programming,Computer Science,18
70600,Marketing,Business,15
12237,Public Speaking,Communication,15
12237,Public Speaking,Communication,5
82703,Data Analysis,Statistics,16
82703,Data Analysis,Statistics,3
82703,Web Development,Computer Science,3
6927,Creative Writing,Literature,5
45925,Public Speaking,Communication,10
45925,Data Analysis,Statistics,17
43946,Digital Marketing,Business,11
43946,Data Analysis,Statistics,4
43946,Programming,Computer Science,18
43946,Marketing,Business,4
6815,Creative Writing,Literature,15
6815,Marketing,Business,13
6815,Graphic Design,Design,15
6815,Programming,Computer Science,15
79589,Marketing,Business,11
79067,Data Analysis,Statistics,18
79067,Digital Marketing,Business,19
79067,Problem Solving,Mathematics,5
38589,Data Analysis,Statistics,7
38589,Web Development,Computer Science,19
38589,Digital Marketing,Business,12
38589,Web Development,Computer Science,9
38589,Graphic Design,Design,20
57837,Web Development,Computer Science,16
57837,Problem Solving,Mathematics,5
57837,Web Development,Computer Science,19
31580,Project Management,Business,12
6090,Web Development,Computer Science,13
6090,Creative Writing,Literature,1
6090,Graphic Design,Design,20
6090,Web Development,Computer Science,15
6090,Creative Writing,Literature,20
50307,Marketing,Business,3
50307,Problem Solving,Mathematics,17
13613,Problem Solving,Mathematics,12
13613,Marketing,Business,19
13613,Graphic Design,Design,12
13613,Public Speaking,Communication,12
13613,Marketing,Business,7
48745,Programming,Computer Science,18
48745,Project Management,Business,12
48745,Problem Solving,Mathematics,9
48745,Project Management,Business,16
48745,Creative Writing,Literature,13
85262,Public Speaking,Communication,18
85262,Graphic Design,Design,17
85262,Programming,Computer Science,5
61025,Programming,Computer Science,6
61025,Digital Marketing,Business,18
17354,Data Analysis,Statistics,18
17354,Digital Marketing,Business,17
44949,Problem Solving,Mathematics,3
78665,Web Development,Computer Science,16
78665,Digital Marketing,Business,12
78665,Problem Solving,Mathematics,17
78665,Project Management,Business,14
78665,Creative Writing,Literature,19
4027,Marketing,Business,6
57782,Project Management,Business,8
57782,Programming,Computer Science,3
45185,Graphic Design,Design,19
45185,Creative Writing,Literature,13
45185,Project Management,Business,7
45185,Programming,Computer Science,0
45185,Data Analysis,Statistics,12
7025,Programming,Computer Science,1
7025,Public Speaking,Communication,15
7025,Problem Solving,Mathematics,10
7025,Problem Solving,Mathematics,18
7025,Digital Marketing,Business,0
43746,Marketing,Business,16
43746,Graphic Design,Design,6
43746,Project Management,Business,0
51956,Marketing,Business,0
48790,Public Speaking,Communication,6
48790,Web Development,Computer Science,17
94730,Web Development,Computer Science,3
94730,Public Speaking,Communication,16
90275,Digital Marketing,Business,13
90275,Digital Marketing,Business,16
90275,Data Analysis,Statistics,5
77964,Digital Marketing,Business,0
28799,Digital Marketing,Business,9
28799,Graphic Design,Design,3
28799,Problem Solving,Mathematics,15
28799,Public Speaking,Communication,11
23664,Digital Marketing,Business,1
64966,Public Speaking,Communication,13
61573,Web Development,Computer Science,20
61573,Digital Marketing,Business,3
29811,Data Analysis,Statistics,4
60730,Creative Writing,Literature,0
60730,Digital Marketing,Business,12
60730,Creative Writing,Literature,8
77841,Data Analysis,Statistics,13
77841,Programming,Computer Science,3
77841,Marketing,Business,8
77841,Marketing,Business,19
77841,Public Speaking,Communication,14
64317,Creative Writing,Literature,8
59783,Programming,Computer Science,7
71663,Data Analysis,Statistics,18
57967,Marketing,Business,4
57967,Marketing,Business,12
57967,Web Development,Computer Science,14
57967,Creative Writing,Literature,8
57967,Digital Marketing,Business,13
20130,Data Analysis,Statistics,4
81307,Marketing,Business,2
81307,Digital Marketing,Business,2
81307,Problem Solving,Mathematics,1
94202,Programming,Computer Science,12
94202,Creative Writing,Literature,10
12407,Public Speaking,Communication,1
12407,Project Management,Business,18
12407,Programming,Computer Science,6
62224,Project Management,Business,19
62224,Digital Marketing,Business,4
62224,Public Speaking,Communication,0
62224,Programming,Computer Science,7
62224,Web Development,Computer Science,16
77942,Web Development,Computer Science,11
77942,Data Analysis,Statistics,1
77942,Programming,Computer Science,3
77942,Digital Marketing,Business,8
61326,Programming,Computer Science,18
61326,Marketing,Business,6
67009,Project Management,Business,6
67009,Graphic Design,Design,16
21683,Web Development,Computer Science,8
79515,Programming,Computer Science,9
79515,Programming,Computer Science,16
36956,Programming,Computer Science,3
36956,Programming,Computer Science,18
36956,Creative Writing,Literature,5
36956,Public Speaking,Communication,14
36956,Digital Marketing,Business,16
24497,Digital Marketing,Business,9
24497,Programming,Computer Science,4
24497,Project Management,Business,12
24497,Public Speaking,Communication,4
10692,Marketing,Business,13
10692,Public Speaking,Communication,9
10692,Public Speaking,Communication,16
10692,Digital Marketing,Business,2
10692,Public Speaking,Communication,2
45770,Web Development,Computer Science,13
12333,Marketing,Business,19
12333,Marketing,Business,15
11038,Web Development,Computer Science,16
11038,Marketing,Business,18
11038,Project Management,Business,16
19851,Graphic Design,Design,7
19851,Data Analysis,Statistics,19
68857,Web Development,Computer Science,14
68857,Problem Solving,Mathematics,11
68857,Project Management,Business,16
68857,Data Analysis,Statistics,16
68857,Public Speaking,Communication,14
10353,Marketing,Business,10
10353,Public Speaking,Communication,10
10353,Data Analysis,Statistics,17
10353,Programming,Computer Science,11
22436,Graphic Design,Design,19
22436,Project Management,Business,11
22436,Programming,Computer Science,18
44244,Programming,Computer Science,11
44244,Data Analysis,Statistics,15
67747,Web Development,Computer Science,14
67747,Marketing,Business,4
67747,Problem Solving,Mathematics,15
63777,Data Analysis,Statistics,0
63777,Web Development,Computer Science,5
48609,Programming,Computer Science,4
48609,Project Management,Business,9
48609,Creative Writing,Literature,4
48609,Graphic Design,Design,13
63620,Web Development,Computer Science,6
63620,Public Speaking,Communication,11
63620,Public Speaking,Communication,8
63620,Programming,Computer Science,0
63620,Problem Solving,Mathematics,18
96932,Programming,Computer Science,13
4925,Project Management,Business,16
4925,Public Speaking,Communication,15
1674,Project Management,Business,8
1674,Graphic Design,Design,16
1674,Web Development,Computer Science,0
1674,Marketing,Business,13
6463,Marketing,Business,1
6463,Problem Solving,Mathematics,13
76147,Digital Marketing,Business,13
76147,Creative Writing,Literature,0
76147,Programming,Computer Science,16
76147,Web Development,Computer Science,18
8628,Web Development,Computer Science,14
21855,Programming,Computer Science,0
21855,Programming,Computer Science,10
21855,Creative Writing,Literature,15
78177,Problem Solving,Mathematics,19
78177,Creative Writing,Literature,16
78177,Graphic Design,Design,8
78177,Digital Marketing,Business,14
2584,Public Speaking,Communication,9
2584,Problem Solving,Mathematics,4
75529,Data Analysis,Statistics,20
75529,Digital Marketing,Business,8
75529,Public Speaking,Communication,4
75529,Web Development,Computer Science,4
37787,Web Development,Computer Science,18
37787,Web Development,Computer Science,0
37787,Programming,Computer Science,15
37787,Marketing,Business,5
37787,Creative Writing,Literature,0
4312,Programming,Computer Science,20
4312,Problem Solving,Mathematics,4
4312,Marketing,Business,9
4312,Programming,Computer Science,19
98306,Problem Solving,Mathematics,1
98306,Digital Marketing,Business,15
98306,Web Development,Computer Science,10
18882,Programming,Computer Science,7
18882,Marketing,Business,4
18882,Data Analysis,Statistics,19
18882,Digital Marketing,Business,1
59844,Programming,Computer Science,12
59844,Project Management,Business,7
59844,Graphic Design,Design,14
4232,Marketing,Business,0
4232,Marketing,Business,11
4232,Creative Writing,Literature,12
4232,Public Speaking,Communication,20
12599,Public Speaking,Communication,2
12599,Problem Solving,Mathematics,12
12599,Data Analysis,Statistics,12
12599,Marketing,Business,2
12599,Digital Marketing,Business,4
85225,Creative Writing,Literature,13
85225,Graphic Design,Design,2
85225,Public Speaking,Communication,11
78591,Problem Solving,Mathematics,11
78591,Digital Marketing,Business,11
78591,Programming,Computer Science,4
78591,Web Development,Computer Science,12
57242,Web Development,Computer Science,11
57242,Graphic Design,Design,12
3101,Project Management,Business,0
3101,Data Analysis,Statistics,13
3101,Project Management,Business,17
3101,Marketing,Business,11
86833,Digital Marketing,Business,12
86833,Data Analysis,Statistics,9
86833,Public Speaking,Communication,6
37106,Digital Marketing,Business,2
37106,Web Development,Computer Science,10
37106,Programming,Computer Science,13
37106,Public Speaking,Communication,0
37106,Project Management,Business,11
73386,Digital Marketing,Business,11
92503,Data Analysis,Statistics,0
92503,Marketing,Business,12
72568,Programming,Computer Science,10
72568,Creative Writing,Literature,5
72568,Problem Solving,Mathematics,4
60228,Public Speaking,Communication,13
62789,Marketing,Business,20
97900,Creative Writing,Literature,18
97900,Web Development,Computer Science,11
97900,Project Management,Business,20
97900,Data Analysis,Statistics,7
8536,Graphic Design,Design,8
8536,Marketing,Business,8
8536,Creative Writing,Literature,18
8536,Public Speaking,Communication,17
8536,Digital Marketing,Business,12
93507,Programming,Computer Science,13
93507,Data Analysis,Statistics,4
93507,Digital Marketing,Business,11
93507,Public Speaking,Communication,5
93507,Public Speaking,Communication,15
72598,Digital Marketing,Business,9
72598,Web Development,Computer Science,17
17736,Programming,Computer Science,10
17736,Marketing,Business,13
17736,Problem Solving,Mathematics,16
29704,Problem Solving,Mathematics,19
29704,Project Management,Business,15
76145,Web Development,Computer Science,12
76145,Marketing,Business,3
76145,Graphic Design,Design,3
76145,Project Management,Business,5
3913,Public Speaking,Communication,19
3913,Graphic Design,Design,12
3913,Programming,Computer Science,16
90546,Public Speaking,Communication,1
90546,Project Management,Business,0
90546,Graphic Design,Design,8
90546,Graphic Design,Design,19
33196,Programming,Computer Science,7
33196,Problem Solving,Mathematics,13
55184,Programming,Computer Science,1
40938,Programming,Computer Science,8
40938,Creative Writing,Literature,17
40938,Marketing,Business,19
49233,Creative Writing,Literature,19
74499,Programming,Computer Science,8
74499,Programming,Computer Science,9
74499,Web Development,Computer Science,17
74499,Web Development,Computer Science,15
74499,Digital Marketing,Business,20
16758,Project Management,Business,12
16758,Marketing,Business,0
82993,Creative Writing,Literature,8
67921,Digital Marketing,Business,20
67921,Programming,Computer Science,8
67921,Creative Writing,Literature,6
67921,Creative Writing,Literature,8
72270,Creative Writing,Literature,15
72270,Marketing,Business,8
72270,Project Management,Business,8
72270,Problem Solving,Mathematics,8
49942,Marketing,Business,14
49942,Problem Solving,Mathematics,1
49942,Data Analysis,Statistics,8
49942,Problem Solving,Mathematics,14
49942,Programming,Computer Science,14
45506,Problem Solving,Mathematics,11
45506,Project Management,Business,5
45506,Public Speaking,Communication,11
45506,Marketing,Business,6
45506,Marketing,Business,13
77844,Graphic Design,Design,2
77844,Digital Marketing,Business,13
77844,Marketing,Business,3
34076,Marketing,Business,18
34076,Creative Writing,Literature,8
34076,Project Management,Business,6
34076,Data Analysis,Statistics,1
34076,Web Development,Computer Science,16
52708,Graphic Design,Design,13
52708,Project Management,Business,13
52708,Creative Writing,Literature,6
52708,Programming,Computer Science,16
52708,Programming,Computer Science,5
10188,Web Development,Computer Science,9
10188,Data Analysis,Statistics,4
10188,Web Development,Computer Science,14
56489,Digital Marketing,Business,19
56489,Digital Marketing,Business,3
56489,Digital Marketing,Business,17
56489,Project Management,Business,10
56489,Programming,Computer Science,1
69125,Public Speaking,Communication,2
69125,Graphic Design,Design,16
69125,Project Management,Business,17
7536,Problem Solving,Mathematics,8
7536,Public Speaking,Communication,3
7536,Project Management,Business,0
7536,Digital Marketing,Business,3
60549,Public Speaking,Communication,17
60549,Marketing,Business,4
74722,Data Analysis,Statistics,10
74722,Problem Solving,Mathematics,9
74722,Project Management,Business,20
74722,Graphic Design,Design,16
74722,Data Analysis,Statistics,11
1829,Project Management,Business,14
1829,Problem Solving,Mathematics,5
1829,Marketing,Business,5
1829,Data Analysis,Statistics,5
1829,Data Analysis,Statistics,8
11238,Marketing,Business,9
18841,Project Management,Business,6
18841,Data Analysis,Statistics,0
18841,Project Management,Business,13
18841,Public Speaking,Communication,5
51097,Marketing,Business,1
51097,Problem Solving,Mathematics,7
51097,Creative Writing,Literature,14
5059,Digital Marketing,Business,14
5059,Marketing,Business,8
5059,Digital Marketing,Business,19
73855,Web Development,Computer Science,3
73855,Digital Marketing,Business,3
56407,Data Analysis,Statistics,10
56407,Creative Writing,Literature,11
56407,Project Management,Business,17
56407,Problem Solving,Mathematics,8
61238,Programming,Computer Science,18
61238,Digital Marketing,Business,8
61238,Web Development,Computer Science,19
61238,Data Analysis,Statistics,16
6374,Data Analysis,Statistics,5
66713,Marketing,Business,7
66713,Marketing,Business,1
66713,Graphic Design,Design,18
62851,Project Management,Business,4
62851,Programming,Computer Science,11
55334,Digital Marketing,Business,12
55334,Programming,Computer Science,0
55334,Project Management,Business,14
55334,Data Analysis,Statistics,10
84135,Data Analysis,Statistics,17
84135,Marketing,Business,19
84135,Problem Solving,Mathematics,1
84135,Programming,Computer Science,5
84135,Programming,Computer Science,13
96402,Problem Solving,Mathematics,15
18445,Creative Writing,Literature,13
18445,Creative Writing,Literature,3
18445,Public Speaking,Communication,10
18445,Public Speaking,Communication,0
58681,Data Analysis,Statistics,18
58681,Creative Writing,Literature,19
58681,Creative Writing,Literature,5
58681,Graphic Design,Design,10
58681,Digital Marketing,Business,17
57589,Problem Solving,Mathematics,11
57589,Creative Writing,Literature,11
57589,Data Analysis,Statistics,6
32176,Digital Marketing,Business,11
32176,Data Analysis,Statistics,20
92100,Creative Writing,Literature,0
92100,Graphic Design,Design,14
92100,Public Speaking,Communication,17
92100,Data Analysis,Statistics,0
13278,Graphic Design,Design,8
13278,Data Analysis,Statistics,5
13278,Problem Solving,Mathematics,12
13278,Problem Solving,Mathematics,19
13278,Web Development,Computer Science,20
82741,Data Analysis,Statistics,0
82741,Web Development,Computer Science,18
74176,Problem Solving,Mathematics,12
79102,Digital Marketing,Business,9
79102,Graphic Design,Design,5
43081,Project Management,Business,14
43081,Public Speaking,Communication,4
43081,Web Development,Computer Science,2
33249,Creative Writing,Literature,1
33249,Public Speaking,Communication,14
33249,Graphic Design,Design,3
33249,Marketing,Business,14
27856,Data Analysis,Statistics,6
39310,Marketing,Business,9
39310,Web Development,Computer Science,7
39310,Graphic Design,Design,6
18218,Graphic Design,Design,19
18218,Creative Writing,Literature,7
18218,Web Development,Computer Science,19
28112,Data Analysis,Statistics,0
28112,Public Speaking,Communication,16
28112,Programming,Computer Science,18
28112,Problem Solving,Mathematics,18
39058,Problem Solving,Mathematics,4
20762,Programming,Computer Science,20
17185,Project Management,Business,7
17185,Graphic Design,Design,17
17185,Creative Writing,Literature,8
38591,Problem Solving,Mathematics,0
38591,Web Development,Computer Science,15
38591,Marketing,Business,5
28282,Project Management,Business,17
28282,Digital Marketing,Business,15
20445,Web Development,Computer Science,17
20445,Problem Solving,Mathematics,18
20445,Creative Writing,Literature,9
40557,Public Speaking,Communication,12
84098,Problem Solving,Mathematics,20
69661,Web Development,Computer Science,20
69661,Public Speaking,Communication,10
69661,Digital Marketing,Business,13
65896,Graphic Design,Design,7
48933,Problem Solving,Mathematics,9
88089,Problem Solving,Mathematics,12
88089,Public Speaking,Communication,7
88089,Marketing,Business,20
88089,Graphic Design,Design,17
17526,Digital Marketing,Business,18
49957,Programming,Computer Science,17
49957,Web Development,Computer Science,9
29290,Web Development,Computer Science,18
29290,Project Management,Business,17
29290,Programming,Computer Science,0
29290,Web Development,Computer Science,3
29290,Graphic Design,Design,10
9835,Problem Solving,Mathematics,12
9835,Graphic Design,Design,0
74594,Data Analysis,Statistics,5
74594,Project Management,Business,2
74594,Web Development,Computer Science,8
74594,Project Management,Business,1
79138,Graphic Design,Design,14
79138,Programming,Computer Science,8
79138,Digital Marketing,Business,0
79138,Creative Writing,Literature,0
79138,Public Speaking,Communication,7
45696,Problem Solving,Mathematics,16
45696,Creative Writing,Literature,8
45696,Web Development,Computer Science,11
39993,Public Speaking,Communication,2
87993,Public Speaking,Communication,12
87993,Web Development,Computer Science,9
87993,Data Analysis,Statistics,8
87993,Public Speaking,Communication,8
33450,Digital Marketing,Business,6
33450,Problem Solving,Mathematics,8
33450,Graphic Design,Design,19
33450,Digital Marketing,Business,11
8697,Graphic Design,Design,19
8697,Digital Marketing,Business,2
8697,Graphic Design,Design,11
42982,Data Analysis,Statistics,15
42982,Programming,Computer Science,0
42982,Creative Writing,Literature,2
42982,Public Speaking,Communication,2
42982,Problem Solving,Mathematics,6
88486,Marketing,Business,5
88486,Problem Solving,Mathematics,12
88486,Web Development,Computer Science,7
88486,Programming,Computer Science,9
68607,Web Development,Computer Science,5
21831,Marketing,Business,18
21831,Programming,Computer Science,2
21831,Problem Solving,Mathematics,2
21831,Creative Writing,Literature,14
61825,Marketing,Business,12
61825,Project Management,Business,8
61825,Marketing,Business,19
62826,Data Analysis,Statistics,6
62826,Digital Marketing,Business,8
62826,Creative Writing,Literature,2
998,Problem Solving,Mathematics,14
998,Programming,Computer Science,17
97567,Programming,Computer Science,1
97567,Digital Marketing,Business,6
65163,Data Analysis,Statistics,11
65163,Web Development,Computer Science,18
65163,Problem Solving,Mathematics,19
65163,Data Analysis,Statistics,17
97754,Creative Writing,Literature,1
97754,Graphic Design,Design,2
97754,Public Speaking,Communication,20
31910,Data Analysis,Statistics,13
31910,Public Speaking,Communication,18
31910,Public Speaking,Communication,11
90034,Graphic Design,Design,18
90034,Programming,Computer Science,10
90034,Web Development,Computer Science,3
85617,Graphic Design,Design,20
85617,Marketing,Business,16
85617,Creative Writing,Literature,3
2677,Project Management,Business,16
2677,Programming,Computer Science,2
2677,Graphic Design,Design,18
2677,Problem Solving,Mathematics,17
2677,Digital Marketing,Business,20
35093,Project Management,Business,5
35093,Public Speaking,Communication,2
35093,Web Development,Computer Science,15
35093,Data Analysis,Statistics,16
35093,Web Development,Computer Science,1
18808,Graphic Design,Design,20
37735,Digital Marketing,Business,16
37735,Data Analysis,Statistics,6
72466,Digital Marketing,Business,7
84551,Web Development,Computer Science,5
84551,Web Development,Computer Science,3
84551,Marketing,Business,15
84551,Digital Marketing,Business,16
84551,Public Speaking,Communication,12
24072,Digital Marketing,Business,20
24072,Web Development,Computer Science,17
41543,Graphic Design,Design,2
41543,Digital Marketing,Business,4
41543,Web Development,Computer Science,6
41543,Project Management,Business,2
4809,Digital Marketing,Business,6
4809,Problem Solving,Mathematics,14
4809,Public Speaking,Communication,5
4809,Web Development,Computer Science,9
4809,Web Development,Computer Science,1
85038,Project Management,Business,8
85038,Web Development,Computer Science,2
99757,Web Development,Computer Science,8
99757,Digital Marketing,Business,12
99757,Marketing,Business,18
99757,Web Development,Computer Science,17
99473,Digital Marketing,Business,2
