JS_ID,Year,Proficiency,Domain
6255,1988,Graphic Design,Design
6255,1988,Creative Writing,Literature
6255,1988,Digital Marketing,Business
6255,1988,Data Analysis,Statistics
6255,2010,Marketing,Business
6255,2010,Web Development,Computer Science
6255,2015,Web Development,Computer Science
12534,1996,Web Development,Computer Science
12534,1996,Data Analysis,Statistics
12534,1996,Graphic Design,Design
12534,2022,Creative Writing,Literature
12534,1990,Creative Writing,Literature
12534,1990,Graphic Design,Design
12534,2003,Graphic Design,Design
12534,2003,Web Development,Computer Science
12534,2003,Digital Marketing,Business
12534,2003,Data Analysis,Statistics
12534,2003,Programming,Computer Science
1303,2005,Creative Writing,Literature
1303,2005,Marketing,Business
1303,2005,Data Analysis,Statistics
1303,2005,Digital Marketing,Business
1303,2020,Web Development,Computer Science
1303,2020,Marketing,Business
1303,2020,Programming,Computer Science
90350,1984,Web Development,Computer Science
90350,1984,Project Management,Business
90350,1984,Public Speaking,Communication
90350,2011,Creative Writing,Literature
90350,2011,Web Development,Computer Science
90350,2011,Digital Marketing,Business
90350,2011,Graphic Design,Design
90350,2013,Marketing,Business
90350,2013,Data Analysis,Statistics
90350,2011,Creative Writing,Literature
90350,1996,Problem Solving,Mathematics
90350,1996,Digital Marketing,Business
90350,1996,Project Management,Business
13488,1980,Marketing,Business
13488,2006,Public Speaking,Communication
13488,2006,Data Analysis,Statistics
13488,2006,Digital Marketing,Business
13488,2006,Programming,Computer Science
13488,1991,Creative Writing,Literature
13488,1991,Graphic Design,Design
13488,1991,Digital Marketing,Business
13488,1991,Public Speaking,Communication
13488,1991,Project Management,Business
66713,2012,Marketing,Business
66713,2014,Graphic Design,Design
66713,2014,Public Speaking,Communication
66713,2014,Project Management,Business
66713,2019,Creative Writing,Literature
66713,2019,Web Development,Computer Science
66713,2019,Digital Marketing,Business
66713,2019,Public Speaking,Communication
66713,2019,Project Management,Business
66713,1982,Project Management,Business
66713,1982,Data Analysis,Statistics
52842,2000,Creative Writing,Literature
52842,2000,Public Speaking,Communication
634,2011,Marketing,Business
634,2011,Creative Writing,Literature
634,2011,Digital Marketing,Business
634,2011,Graphic Design,Design
48724,1983,Creative Writing,Literature
48724,2005,Problem Solving,Mathematics
82659,1985,Creative Writing,Literature
82659,1985,Web Development,Computer Science
22369,2014,Web Development,Computer Science
22369,2014,Project Management,Business
22369,2014,Digital Marketing,Business
22369,2010,Creative Writing,Literature
22369,2010,Marketing,Business
22369,2010,Project Management,Business
22369,2010,Digital Marketing,Business
48906,1988,Graphic Design,Design
63531,2001,Graphic Design,Design
63531,2001,Digital Marketing,Business
40266,2021,Problem Solving,Mathematics
40266,2021,Creative Writing,Literature
40266,2021,Web Development,Computer Science
40266,2021,Programming,Computer Science
40266,1992,Project Management,Business
40266,1992,Public Speaking,Communication
40266,2014,Digital Marketing,Business
40266,2014,Programming,Computer Science
40266,2004,Project Management,Business
40266,2004,Digital Marketing,Business
46764,1992,Web Development,Computer Science
46764,1992,Problem Solving,Mathematics
46764,1992,Project Management,Business
46764,1992,Data Analysis,Statistics
46764,2012,Web Development,Computer Science
46764,2012,Public Speaking,Communication
86991,2017,Web Development,Computer Science
86991,2017,Digital Marketing,Business
32031,2008,Creative Writing,Literature
32031,1986,Marketing,Business
32031,1986,Creative Writing,Literature
32031,1986,Data Analysis,Statistics
32031,1986,Graphic Design,Design
26441,2007,Problem Solving,Mathematics
26441,2007,Project Management,Business
26441,2009,Marketing,Business
26441,2009,Public Speaking,Communication
26441,2009,Programming,Computer Science
26441,2009,Graphic Design,Design
26441,1985,Digital Marketing,Business
26441,1985,Project Management,Business
26441,2015,Problem Solving,Mathematics
26441,2015,Programming,Computer Science
89638,1988,Web Development,Computer Science
89638,1991,Web Development,Computer Science
89638,1991,Data Analysis,Statistics
89638,1991,Programming,Computer Science
89638,2000,Web Development,Computer Science
89638,2000,Public Speaking,Communication
89638,2000,Project Management,Business
53672,2017,Marketing,Business
53672,2017,Data Analysis,Statistics
53672,1993,Problem Solving,Mathematics
53672,1993,Graphic Design,Design
53672,1993,Marketing,Business
53672,1999,Web Development,Computer Science
53672,2002,Problem Solving,Mathematics
53672,2002,Digital Marketing,Business
33949,1991,Marketing,Business
33949,1991,Public Speaking,Communication
33949,1991,Project Management,Business
33949,1981,Marketing,Business
33949,1981,Graphic Design,Design
30769,2020,Creative Writing,Literature
30769,2020,Public Speaking,Communication
30769,2020,Project Management,Business
30769,2000,Marketing,Business
30769,2000,Web Development,Computer Science
30769,2000,Programming,Computer Science
30769,2019,Marketing,Business
30769,2019,Graphic Design,Design
30769,2019,Web Development,Computer Science
30769,2019,Problem Solving,Mathematics
30769,2019,Programming,Computer Science
30769,1997,Creative Writing,Literature
30769,1997,Web Development,Computer Science
30769,1997,Digital Marketing,Business
30769,1997,Problem Solving,Mathematics
30769,1997,Data Analysis,Statistics
30769,2018,Web Development,Computer Science
30769,2018,Graphic Design,Design
30769,2018,Digital Marketing,Business
30769,2018,Data Analysis,Statistics
30769,2018,Project Management,Business
52445,1995,Graphic Design,Design
52445,1995,Data Analysis,Statistics
52445,1995,Programming,Computer Science
52445,2006,Graphic Design,Design
52445,1990,Problem Solving,Mathematics
52445,1990,Data Analysis,Statistics
52445,2001,Creative Writing,Literature
52445,2001,Public Speaking,Communication
69515,1985,Creative Writing,Literature
69515,1985,Digital Marketing,Business
69515,1985,Data Analysis,Statistics
69515,1985,Project Management,Business
56060,2021,Web Development,Computer Science
56060,2021,Data Analysis,Statistics
56060,2004,Creative Writing,Literature
56060,2004,Project Management,Business
56060,2004,Digital Marketing,Business
56060,1980,Creative Writing,Literature
56060,1980,Programming,Computer Science
56060,1983,Web Development,Computer Science
56060,1983,Creative Writing,Literature
56060,1983,Problem Solving,Mathematics
56060,1983,Public Speaking,Communication
56060,1983,Data Analysis,Statistics
56060,1995,Marketing,Business
56060,1995,Data Analysis,Statistics
18924,2010,Marketing,Business
18924,2010,Project Management,Business
18924,2010,Graphic Design,Design
18924,2003,Web Development,Computer Science
18924,2003,Graphic Design,Design
18924,2003,Project Management,Business
18924,2003,Digital Marketing,Business
18924,2013,Creative Writing,Literature
18924,2013,Graphic Design,Design
18924,2013,Web Development,Computer Science
18924,2013,Problem Solving,Mathematics
18924,2013,Programming,Computer Science
18924,2012,Problem Solving,Mathematics
18924,2012,Marketing,Business
18924,2012,Data Analysis,Statistics
18924,1992,Creative Writing,Literature
18924,1992,Problem Solving,Mathematics
18924,1992,Project Management,Business
18924,1992,Public Speaking,Communication
52240,2020,Programming,Computer Science
52240,1998,Digital Marketing,Business
52240,2013,Marketing,Business
52240,2013,Problem Solving,Mathematics
52240,2013,Programming,Computer Science
52240,2013,Public Speaking,Communication
52240,2013,Project Management,Business
700,1987,Project Management,Business
700,2012,Problem Solving,Mathematics
700,2012,Creative Writing,Literature
700,2012,Web Development,Computer Science
49154,1992,Marketing,Business
49154,1992,Data Analysis,Statistics
49154,1992,Programming,Computer Science
49154,2003,Graphic Design,Design
49154,2003,Data Analysis,Statistics
49154,2003,Project Management,Business
49154,2000,Marketing,Business
34695,1994,Problem Solving,Mathematics
34695,1994,Data Analysis,Statistics
34695,1994,Programming,Computer Science
34695,2015,Problem Solving,Mathematics
34695,2015,Graphic Design,Design
34695,2015,Creative Writing,Literature
34695,1995,Web Development,Computer Science
34695,1995,Marketing,Business
34695,1995,Data Analysis,Statistics
34695,1995,Graphic Design,Design
34695,1994,Web Development,Computer Science
34695,1994,Digital Marketing,Business
34695,1994,Public Speaking,Communication
34695,2022,Programming,Computer Science
39015,1995,Creative Writing,Literature
39015,1995,Public Speaking,Communication
39015,1995,Digital Marketing,Business
96428,2022,Problem Solving,Mathematics
96428,2022,Public Speaking,Communication
96428,2022,Data Analysis,Statistics
96428,2022,Graphic Design,Design
96428,2000,Creative Writing,Literature
96428,1984,Graphic Design,Design
96428,1982,Creative Writing,Literature
96428,1982,Graphic Design,Design
96428,1982,Web Development,Computer Science
96428,1982,Data Analysis,Statistics
96428,1982,Programming,Computer Science
96428,1988,Creative Writing,Literature
96428,1988,Programming,Computer Science
46534,1999,Marketing,Business
46534,1999,Graphic Design,Design
46534,1999,Web Development,Computer Science
46534,1999,Problem Solving,Mathematics
46534,1999,Programming,Computer Science
46534,1999,Marketing,Business
46534,1999,Graphic Design,Design
46534,1999,Digital Marketing,Business
46534,1999,Data Analysis,Statistics
46534,1999,Public Speaking,Communication
46534,1993,Web Development,Computer Science
46534,1993,Graphic Design,Design
46534,2000,Digital Marketing,Business
46534,2000,Data Analysis,Statistics
46534,2000,Public Speaking,Communication
46534,2000,Digital Marketing,Business
46534,2000,Data Analysis,Statistics
46534,2000,Programming,Computer Science
46534,2000,Graphic Design,Design
45498,1991,Problem Solving,Mathematics
45498,1991,Creative Writing,Literature
45498,1991,Graphic Design,Design
19600,2017,Marketing,Business
19600,2014,Web Development,Computer Science
19600,2014,Public Speaking,Communication
19600,2014,Programming,Computer Science
19600,2014,Project Management,Business
19600,2014,Programming,Computer Science
19600,1991,Problem Solving,Mathematics
19600,2021,Web Development,Computer Science
19600,2021,Data Analysis,Statistics
73100,1999,Creative Writing,Literature
73100,1999,Digital Marketing,Business
73100,2019,Marketing,Business
73100,2019,Graphic Design,Design
73100,2019,Digital Marketing,Business
73100,2019,Data Analysis,Statistics
73100,2019,Public Speaking,Communication
94867,1999,Creative Writing,Literature
94867,1999,Public Speaking,Communication
94867,1999,Web Development,Computer Science
94867,1992,Digital Marketing,Business
94867,1992,Project Management,Business
94867,1995,Public Speaking,Communication
94867,1995,Data Analysis,Statistics
94867,1995,Programming,Computer Science
94867,2022,Creative Writing,Literature
94867,2006,Creative Writing,Literature
94867,2006,Marketing,Business
94867,2006,Public Speaking,Communication
58005,2017,Creative Writing,Literature
58005,2017,Web Development,Computer Science
58005,2017,Data Analysis,Statistics
58005,2017,Problem Solving,Mathematics
58005,1982,Digital Marketing,Business
58005,2013,Problem Solving,Mathematics
58005,2013,Creative Writing,Literature
58005,2013,Project Management,Business
58005,2013,Digital Marketing,Business
58005,2016,Data Analysis,Statistics
58005,2016,Public Speaking,Communication
58005,1993,Creative Writing,Literature
58005,1993,Data Analysis,Statistics
45472,1992,Web Development,Computer Science
45472,1992,Graphic Design,Design
45472,1992,Data Analysis,Statistics
97156,2005,Digital Marketing,Business
97156,2005,Data Analysis,Statistics
97156,2005,Project Management,Business
97156,2005,Programming,Computer Science
97156,1996,Web Development,Computer Science
97156,1996,Digital Marketing,Business
97156,2014,Digital Marketing,Business
29166,2010,Digital Marketing,Business
29166,1998,Creative Writing,Literature
29166,1998,Graphic Design,Design
29166,1998,Problem Solving,Mathematics
29166,1998,Programming,Computer Science
29166,1998,Project Management,Business
62697,1988,Project Management,Business
62697,1999,Marketing,Business
62697,1999,Web Development,Computer Science
62697,1999,Graphic Design,Design
62697,1999,Data Analysis,Statistics
62697,1999,Programming,Computer Science
99418,1995,Marketing,Business
99418,1995,Creative Writing,Literature
99418,1995,Problem Solving,Mathematics
99418,1995,Programming,Computer Science
99418,1995,Project Management,Business
99418,1995,Marketing,Business
99418,1995,Creative Writing,Literature
99418,1997,Web Development,Computer Science
99418,1997,Creative Writing,Literature
99418,1997,Data Analysis,Statistics
90060,1986,Web Development,Computer Science
90060,1986,Project Management,Business
90060,1986,Digital Marketing,Business
90060,2005,Marketing,Business
90060,2005,Web Development,Computer Science
90060,2006,Digital Marketing,Business
25477,2012,Public Speaking,Communication
25477,1984,Digital Marketing,Business
25477,1984,Data Analysis,Statistics
25477,1984,Public Speaking,Communication
25477,1984,Programming,Computer Science
25477,1984,Graphic Design,Design
25477,1984,Public Speaking,Communication
25477,1984,Project Management,Business
25477,1984,Programming,Computer Science
53823,2020,Marketing,Business
53823,2020,Graphic Design,Design
53823,2021,Public Speaking,Communication
38480,1992,Problem Solving,Mathematics
38480,1992,Marketing,Business
38480,1992,Project Management,Business
38480,1990,Data Analysis,Statistics
38480,2022,Problem Solving,Mathematics
38480,2022,Graphic Design,Design
38480,2022,Project Management,Business
38480,1995,Graphic Design,Design
38480,1995,Project Management,Business
38480,1989,Creative Writing,Literature
38480,1989,Project Management,Business
38480,1989,Programming,Computer Science
5468,2004,Creative Writing,Literature
5468,2004,Web Development,Computer Science
5468,2004,Data Analysis,Statistics
5468,2004,Graphic Design,Design
5468,1997,Graphic Design,Design
5468,1995,Marketing,Business
5468,1995,Digital Marketing,Business
5468,1995,Graphic Design,Design
93920,2010,Problem Solving,Mathematics
93920,2010,Marketing,Business
93920,2010,Data Analysis,Statistics
93920,2018,Creative Writing,Literature
93920,2018,Data Analysis,Statistics
93920,2018,Programming,Computer Science
96234,1988,Data Analysis,Statistics
96234,1988,Creative Writing,Literature
96234,1988,Programming,Computer Science
96234,2002,Marketing,Business
96234,2002,Public Speaking,Communication
96234,2002,Graphic Design,Design
32834,1983,Web Development,Computer Science
32834,1983,Data Analysis,Statistics
32834,1983,Project Management,Business
32834,1995,Marketing,Business
32834,1995,Programming,Computer Science
32834,1991,Marketing,Business
32834,1991,Web Development,Computer Science
32834,1991,Problem Solving,Mathematics
32834,1991,Programming,Computer Science
32834,1991,Project Management,Business
32834,2006,Problem Solving,Mathematics
32834,2006,Marketing,Business
32834,2006,Web Development,Computer Science
59628,2004,Creative Writing,Literature
59628,2004,Graphic Design,Design
59628,1995,Public Speaking,Communication
59628,1995,Data Analysis,Statistics
59628,1995,Programming,Computer Science
23487,2014,Creative Writing,Literature
23487,2006,Graphic Design,Design
23487,2006,Project Management,Business
23487,2006,Digital Marketing,Business
23487,1984,Creative Writing,Literature
23487,1984,Problem Solving,Mathematics
23487,1984,Project Management,Business
23487,1984,Programming,Computer Science
23487,1985,Marketing,Business
23487,1985,Web Development,Computer Science
48904,2006,Web Development,Computer Science
48904,2006,Problem Solving,Mathematics
48904,2006,Programming,Computer Science
88817,2021,Data Analysis,Statistics
88817,1983,Graphic Design,Design
88817,1983,Digital Marketing,Business
88817,1996,Programming,Computer Science
68771,2013,Creative Writing,Literature
68771,2013,Programming,Computer Science
68771,1989,Project Management,Business
68771,2015,Web Development,Computer Science
68771,2014,Marketing,Business
68771,2014,Graphic Design,Design
68771,2014,Data Analysis,Statistics
68771,2014,Digital Marketing,Business
99276,1995,Problem Solving,Mathematics
99276,1995,Marketing,Business
99276,1995,Data Analysis,Statistics
99276,1995,Public Speaking,Communication
75966,2007,Web Development,Computer Science
75966,2007,Creative Writing,Literature
75966,2007,Public Speaking,Communication
75966,2007,Programming,Computer Science
75966,2016,Digital Marketing,Business
75966,2016,Data Analysis,Statistics
75966,2014,Data Analysis,Statistics
75966,2014,Project Management,Business
75966,2014,Digital Marketing,Business
75966,2014,Programming,Computer Science
75966,1996,Marketing,Business
41519,1989,Web Development,Computer Science
41519,1989,Public Speaking,Communication
41519,1989,Graphic Design,Design
41519,2006,Marketing,Business
41519,2006,Web Development,Computer Science
41519,2006,Data Analysis,Statistics
41519,2006,Public Speaking,Communication
41519,1998,Creative Writing,Literature
41519,1998,Graphic Design,Design
41519,1998,Problem Solving,Mathematics
41519,1998,Programming,Computer Science
41519,1998,Project Management,Business
41519,2018,Creative Writing,Literature
41519,1987,Creative Writing,Literature
41519,1987,Web Development,Computer Science
40931,1989,Creative Writing,Literature
40931,1989,Digital Marketing,Business
40931,1989,Problem Solving,Mathematics
40931,1989,Data Analysis,Statistics
40931,1989,Programming,Computer Science
40931,1997,Problem Solving,Mathematics
40931,1997,Project Management,Business
40931,1997,Data Analysis,Statistics
40931,1997,Programming,Computer Science
40931,1986,Graphic Design,Design
40931,1986,Web Development,Computer Science
40931,1991,Web Development,Computer Science
40931,1991,Problem Solving,Mathematics
40931,1991,Data Analysis,Statistics
40931,1991,Graphic Design,Design
40931,1980,Creative Writing,Literature
40931,1980,Problem Solving,Mathematics
40931,1980,Project Management,Business
40931,1980,Graphic Design,Design
99280,1996,Marketing,Business
99280,1983,Marketing,Business
99280,1983,Data Analysis,Statistics
1879,2001,Problem Solving,Mathematics
1879,1980,Web Development,Computer Science
1879,1980,Digital Marketing,Business
1879,1980,Problem Solving,Mathematics
1879,1980,Data Analysis,Statistics
1879,1980,Public Speaking,Communication
1879,2006,Data Analysis,Statistics
1879,2006,Project Management,Business
1879,2006,Programming,Computer Science
1879,1998,Problem Solving,Mathematics
1879,1998,Graphic Design,Design
1879,2001,Creative Writing,Literature
1879,2001,Project Management,Business
1879,2001,Public Speaking,Communication
8065,2016,Problem Solving,Mathematics
8065,2016,Web Development,Computer Science
8065,1995,Creative Writing,Literature
73820,1993,Problem Solving,Mathematics
73820,1993,Graphic Design,Design
73820,1993,Public Speaking,Communication
73820,1993,Programming,Computer Science
73820,2000,Creative Writing,Literature
73820,2000,Digital Marketing,Business
73820,2000,Problem Solving,Mathematics
73820,2000,Public Speaking,Communication
73820,2000,Project Management,Business
54897,2012,Problem Solving,Mathematics
54897,2012,Creative Writing,Literature
75211,1998,Marketing,Business
75211,1998,Public Speaking,Communication
75211,1986,Marketing,Business
75211,1986,Data Analysis,Statistics
75211,1997,Marketing,Business
75211,1997,Data Analysis,Statistics
75211,1997,Project Management,Business
75211,2018,Graphic Design,Design
75211,2018,Public Speaking,Communication
75211,2018,Programming,Computer Science
75211,2004,Marketing,Business
51446,1980,Graphic Design,Design
51446,1984,Problem Solving,Mathematics
51446,1984,Marketing,Business
51446,1984,Web Development,Computer Science
51446,1984,Digital Marketing,Business
51446,1995,Marketing,Business
51446,1995,Creative Writing,Literature
51446,1995,Web Development,Computer Science
51446,1995,Project Management,Business
50105,1983,Web Development,Computer Science
50105,1983,Public Speaking,Communication
50105,1983,Project Management,Business
11879,1999,Web Development,Computer Science
11879,1999,Digital Marketing,Business
11879,1999,Public Speaking,Communication
11879,2020,Marketing,Business
11879,2020,Graphic Design,Design
11879,2020,Digital Marketing,Business
11879,2020,Data Analysis,Statistics
11879,2020,Programming,Computer Science
11879,1995,Marketing,Business
11879,1995,Creative Writing,Literature
11879,1995,Programming,Computer Science
17691,1989,Problem Solving,Mathematics
17691,1989,Web Development,Computer Science
17691,1989,Digital Marketing,Business
17691,1989,Creative Writing,Literature
3781,1997,Public Speaking,Communication
3781,2009,Graphic Design,Design
3781,2009,Public Speaking,Communication
3781,2009,Digital Marketing,Business
3781,2009,Programming,Computer Science
3781,2021,Problem Solving,Mathematics
3781,2021,Digital Marketing,Business
3781,2021,Data Analysis,Statistics
3781,2021,Programming,Computer Science
10964,1997,Graphic Design,Design
10964,1997,Public Speaking,Communication
10964,2002,Creative Writing,Literature
10964,2002,Web Development,Computer Science
10964,2002,Public Speaking,Communication
10964,1989,Creative Writing,Literature
10964,2021,Problem Solving,Mathematics
10964,2021,Project Management,Business
10964,2021,Public Speaking,Communication
10964,2014,Creative Writing,Literature
65387,1985,Creative Writing,Literature
65387,1985,Graphic Design,Design
65387,1985,Digital Marketing,Business
65387,1998,Creative Writing,Literature
65387,1998,Graphic Design,Design
65387,1998,Digital Marketing,Business
65387,1998,Public Speaking,Communication
65387,1998,Data Analysis,Statistics
65387,1997,Public Speaking,Communication
65387,1997,Data Analysis,Statistics
65387,1997,Digital Marketing,Business
65387,2006,Marketing,Business
65387,2006,Programming,Computer Science
82493,2001,Problem Solving,Mathematics
82493,2001,Project Management,Business
82493,2001,Programming,Computer Science
82493,2001,Graphic Design,Design
82493,1992,Marketing,Business
82493,1992,Digital Marketing,Business
82493,1992,Creative Writing,Literature
82493,1992,Data Analysis,Statistics
82493,1992,Public Speaking,Communication
82493,1988,Web Development,Computer Science
82493,1988,Public Speaking,Communication
63533,1988,Problem Solving,Mathematics
63533,1988,Graphic Design,Design
63533,1988,Programming,Computer Science
63533,1988,Creative Writing,Literature
63533,1986,Marketing,Business
63533,1986,Public Speaking,Communication
63533,1986,Project Management,Business
63533,1986,Programming,Computer Science
63533,2006,Digital Marketing,Business
47032,2003,Problem Solving,Mathematics
47032,2021,Creative Writing,Literature
47032,2021,Problem Solving,Mathematics
47032,2021,Project Management,Business
47032,2021,Graphic Design,Design
44438,2014,Web Development,Computer Science
44438,2014,Digital Marketing,Business
44438,2014,Project Management,Business
44438,2014,Programming,Computer Science
87075,2022,Web Development,Computer Science
87075,2022,Digital Marketing,Business
87075,2022,Data Analysis,Statistics
87075,1995,Data Analysis,Statistics
87075,1995,Project Management,Business
87075,1995,Programming,Computer Science
87075,1987,Graphic Design,Design
87075,1987,Digital Marketing,Business
87075,1981,Web Development,Computer Science
87075,1981,Public Speaking,Communication
87075,1981,Programming,Computer Science
12482,1992,Problem Solving,Mathematics
12482,1992,Data Analysis,Statistics
12482,2019,Creative Writing,Literature
12482,2019,Graphic Design,Design
12482,1988,Marketing,Business
12482,1988,Data Analysis,Statistics
12482,2012,Marketing,Business
12482,2012,Project Management,Business
12482,2012,Programming,Computer Science
12482,2012,Graphic Design,Design
12482,1995,Web Development,Computer Science
12482,1995,Graphic Design,Design
12482,1995,Digital Marketing,Business
12482,1995,Project Management,Business
97499,1980,Web Development,Computer Science
97499,1980,Data Analysis,Statistics
97499,1996,Web Development,Computer Science
97499,2021,Web Development,Computer Science
97499,2021,Programming,Computer Science
97499,1988,Data Analysis,Statistics
48510,1994,Graphic Design,Design
48510,1994,Web Development,Computer Science
96794,1986,Creative Writing,Literature
96794,1986,Web Development,Computer Science
96794,1986,Problem Solving,Mathematics
96794,1986,Data Analysis,Statistics
96794,1986,Project Management,Business
31929,1981,Marketing,Business
31929,1981,Graphic Design,Design
31929,1981,Web Development,Computer Science
31929,1987,Creative Writing,Literature
31929,1987,Programming,Computer Science
31929,1984,Creative Writing,Literature
31929,1984,Project Management,Business
31929,1984,Data Analysis,Statistics
31929,2010,Digital Marketing,Business
31929,2010,Programming,Computer Science
470,2015,Problem Solving,Mathematics
470,2015,Project Management,Business
470,1995,Marketing,Business
470,1995,Problem Solving,Mathematics
470,1995,Data Analysis,Statistics
470,1995,Project Management,Business
470,1996,Web Development,Computer Science
470,1996,Project Management,Business
470,1996,Graphic Design,Design
470,1986,Problem Solving,Mathematics
470,1986,Creative Writing,Literature
470,1986,Web Development,Computer Science
70191,1984,Data Analysis,Statistics
70191,1984,Public Speaking,Communication
90028,1997,Project Management,Business
93611,1990,Programming,Computer Science
93611,1998,Problem Solving,Mathematics
93611,2016,Problem Solving,Mathematics
93611,2016,Data Analysis,Statistics
93611,2016,Digital Marketing,Business
93611,1987,Web Development,Computer Science
93611,1987,Marketing,Business
93611,1987,Public Speaking,Communication
68423,1999,Marketing,Business
68423,1999,Graphic Design,Design
68423,1993,Marketing,Business
68423,1993,Web Development,Computer Science
68423,1993,Graphic Design,Design
68423,2006,Project Management,Business
78056,1991,Problem Solving,Mathematics
15097,2015,Public Speaking,Communication
15097,1991,Creative Writing,Literature
15097,1991,Digital Marketing,Business
15097,2004,Marketing,Business
15097,1987,Creative Writing,Literature
15097,1987,Web Development,Computer Science
4575,2022,Digital Marketing,Business
4575,2022,Project Management,Business
4575,2022,Programming,Computer Science
4575,1988,Graphic Design,Design
4575,2001,Creative Writing,Literature
4575,2001,Data Analysis,Statistics
4575,2001,Programming,Computer Science
4575,1983,Public Speaking,Communication
4575,1983,Data Analysis,Statistics
4575,1983,Programming,Computer Science
65543,1987,Public Speaking,Communication
65543,1987,Project Management,Business
65543,1987,Programming,Computer Science
65543,1987,Graphic Design,Design
65543,2004,Project Management,Business
65543,2017,Public Speaking,Communication
65543,2017,Digital Marketing,Business
65543,2018,Marketing,Business
65543,2018,Data Analysis,Statistics
65543,2018,Project Management,Business
65543,2018,Programming,Computer Science
28913,2019,Web Development,Computer Science
28913,2019,Public Speaking,Communication
28913,2019,Project Management,Business
28913,1993,Creative Writing,Literature
28913,1993,Marketing,Business
28913,1993,Public Speaking,Communication
28913,1993,Graphic Design,Design
28913,2002,Marketing,Business
28913,2002,Public Speaking,Communication
28913,2002,Data Analysis,Statistics
83234,2013,Project Management,Business
83234,1995,Marketing,Business
83234,1995,Programming,Computer Science
38364,1988,Marketing,Business
38364,1988,Graphic Design,Design
38364,1988,Problem Solving,Mathematics
38364,1988,Data Analysis,Statistics
38364,1988,Public Speaking,Communication
38364,2013,Problem Solving,Mathematics
38364,2013,Marketing,Business
38364,2013,Public Speaking,Communication
38364,2013,Digital Marketing,Business
12439,1988,Public Speaking,Communication
12439,1988,Programming,Computer Science
12439,2013,Programming,Computer Science
12439,1980,Web Development,Computer Science
12439,2009,Graphic Design,Design
12439,2009,Digital Marketing,Business
12439,2009,Project Management,Business
12439,2009,Programming,Computer Science
12439,2016,Web Development,Computer Science
12439,2016,Digital Marketing,Business
12439,2016,Project Management,Business
12439,2016,Public Speaking,Communication
77,2013,Problem Solving,Mathematics
77,1999,Marketing,Business
77,1999,Web Development,Computer Science
77,2015,Marketing,Business
77,2015,Public Speaking,Communication
67830,1988,Digital Marketing,Business
67830,1988,Project Management,Business
67830,1988,Public Speaking,Communication
67830,2022,Marketing,Business
67830,2022,Web Development,Computer Science
48435,1980,Project Management,Business
48435,1980,Data Analysis,Statistics
48435,1994,Data Analysis,Statistics
48435,2018,Digital Marketing,Business
48435,2014,Graphic Design,Design
48435,2014,Data Analysis,Statistics
48435,2014,Digital Marketing,Business
48435,2016,Web Development,Computer Science
48435,2016,Graphic Design,Design
48435,2016,Digital Marketing,Business
48435,2016,Problem Solving,Mathematics
48435,2016,Data Analysis,Statistics
39838,1990,Web Development,Computer Science
39838,1990,Digital Marketing,Business
39838,2001,Creative Writing,Literature
39838,2001,Web Development,Computer Science
39838,2001,Data Analysis,Statistics
39838,2014,Creative Writing,Literature
39838,2014,Programming,Computer Science
27168,2007,Marketing,Business
27168,2007,Creative Writing,Literature
27168,2007,Digital Marketing,Business
27168,2007,Graphic Design,Design
27168,2010,Graphic Design,Design
83034,2013,Data Analysis,Statistics
83034,2013,Programming,Computer Science
83034,2001,Creative Writing,Literature
89649,1985,Digital Marketing,Business
89649,1985,Data Analysis,Statistics
91963,2020,Web Development,Computer Science
91963,2020,Digital Marketing,Business
91963,2020,Graphic Design,Design
91963,1982,Digital Marketing,Business
91963,1996,Creative Writing,Literature
91963,1996,Web Development,Computer Science
91963,1996,Digital Marketing,Business
91963,1996,Programming,Computer Science
91963,2016,Digital Marketing,Business
91963,2016,Public Speaking,Communication
33279,2022,Web Development,Computer Science
33279,2022,Creative Writing,Literature
33279,2022,Project Management,Business
33279,2022,Problem Solving,Mathematics
33279,2022,Programming,Computer Science
33279,1996,Digital Marketing,Business
33279,2005,Creative Writing,Literature
33279,2005,Graphic Design,Design
33279,2005,Data Analysis,Statistics
33279,2013,Creative Writing,Literature
33279,2015,Web Development,Computer Science
33279,2015,Digital Marketing,Business
87305,1990,Graphic Design,Design
87305,1990,Digital Marketing,Business
52161,2012,Problem Solving,Mathematics
52161,2012,Programming,Computer Science
52161,1993,Graphic Design,Design
52161,1993,Project Management,Business
52161,1993,Programming,Computer Science
52161,2010,Marketing,Business
52161,2010,Public Speaking,Communication
52161,2001,Marketing,Business
52161,2001,Problem Solving,Mathematics
52161,2001,Data Analysis,Statistics
10728,2001,Public Speaking,Communication
25882,1980,Project Management,Business
25882,1988,Marketing,Business
25882,1988,Web Development,Computer Science
25882,1988,Digital Marketing,Business
25882,1988,Problem Solving,Mathematics
25882,1988,Programming,Computer Science
52303,1994,Marketing,Business
52303,1994,Public Speaking,Communication
52303,1998,Marketing,Business
52303,1998,Web Development,Computer Science
52303,1998,Creative Writing,Literature
52303,1998,Problem Solving,Mathematics
52303,1998,Programming,Computer Science
13536,2022,Public Speaking,Communication
13536,1991,Problem Solving,Mathematics
13536,1991,Marketing,Business
13536,1995,Marketing,Business
13536,1995,Project Management,Business
13536,1995,Public Speaking,Communication
13536,1996,Problem Solving,Mathematics
13536,1996,Project Management,Business
13536,1996,Data Analysis,Statistics
13536,2003,Public Speaking,Communication
